head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
pa:10031,-0.050707339,-0.251267449,0.241380987,0.100066208,0.265862073,0.185534554,0.187975881,-0.40750734,0.251821526,-0.018494849,-0.001701598,0.285057788,-0.545500302,0.159547598,0.267303892,-0.141485571
pa:10032,-0.051011522,-0.227156468,0.101471694,0.059778607,0.329492319,0.193752973,0.079444033,-0.419437626,0.325390621,-0.018566628,-0.002285111,0.285154505,-0.546618607,0.15969626,0.267507276,-0.142077685
pa:10033,-0.051167698,-0.237304845,0.150265019,0.088095768,0.274408465,0.194870396,0.077643537,-0.380737236,0.367681804,-0.019515379,0.002526552,0.290242851,-0.552965668,0.162355891,0.272011573,-0.143266122
pa:10034,-0.050541963,-0.248247776,0.242579028,0.131074943,0.263440559,0.191652197,0.095642312,-0.33490228,0.369011004,-0.01932865,0.002475153,0.28589931,-0.544719847,0.159964032,0.267997524,-0.141197408
pa:10035,-0.050042722,-0.245521918,0.233991104,0.099440525,0.282690304,0.185542508,0.199026026,-0.422878496,0.248528067,-0.018103919,-0.002354504,0.279485374,-0.535720661,0.156509116,0.262147214,-0.139185436
pa:10036,-0.052175099,-0.256184577,0.241786071,0.114603111,0.309617695,0.195364984,0.169586712,-0.348869117,0.259800851,-0.018836535,-0.109324058,0.248009766,-0.559302344,0.163345173,0.273670051,-0.140872255
pa:10037,-0.036721085,-0.250809924,0.232232281,0.009456124,0.21633841,0.169668066,0.166997284,-0.383727855,0.35531924,-0.01872146,-0.009871674,0.287505691,-0.551084376,0.160989018,0.269697246,-0.138898119
pa:10038,-0.04971822,-0.245584233,0.218726437,0.097149501,0.328989816,0.183793115,0.171947551,-0.330428245,0.354161508,-0.01838089,-0.00965016,0.278608609,-0.532904396,0.155920651,0.261257134,-0.138334602
pa:10039,-0.050320544,-0.260140711,0.232060006,0.057897691,0.247756833,0.199338267,0.077022586,-0.447658637,0.268121098,-0.018773535,-0.040021446,0.282314666,-0.546165224,0.157997484,0.264709419,-0.13514936
pa:10040,-0.049986027,-0.249210885,0.228221748,0.057416269,0.244963033,0.188800757,0.108665388,-0.441433453,0.299578978,-0.019247191,-0.022294574,0.28318941,-0.541449477,0.158458706,0.26548573,-0.134605295
pa:10041,-0.052466385,-0.227541288,0.200663941,0.163732267,0.288885008,0.194995689,0.077445484,-0.349664805,0.292755238,-0.019343386,-0.112442306,0.294855286,-0.563833308,0.165016409,0.276446467,-0.146400314
pa:10042,-0.047107304,-0.238333316,0.198085076,0.100408408,0.266005246,0.135361592,0.06953853,-0.40905594,0.273113138,-0.017362053,-0.001442104,0.264615791,-0.591594634,0.148167034,0.248193808,-0.227949545
pa:10043,-0.04619618,-0.252102155,0.22474591,0.120088805,0.237976206,0.235349986,0.06455101,-0.406546001,0.246724243,-0.007381829,-0.098735174,0.259728374,-0.59465198,0.145399982,0.2436067,-0.125213556
pa:10044,-0.049676392,-0.231573088,0.241756325,0.163531677,0.266330211,0.183128061,0.07512253,-0.371100554,0.358337277,-0.019308879,-0.005769442,0.282476181,-0.537750914,0.158033564,0.264800392,-0.134224926
pa:10045,-0.048937504,-0.235008444,0.210041195,0.143843599,0.195220726,0.17966553,0.030276284,-0.404737006,0.245798943,-0.008032348,-0.101155494,0.273850554,-0.62411993,0.153411324,0.256980891,-0.132816556
pa:10046,-0.049452423,-0.240280221,0.246645967,0.113930097,0.254311563,0.194884678,0.082988997,-0.372570926,0.363758556,-0.019895866,-0.021442426,0.283281479,-0.539436456,0.158362854,0.265359989,-0.133207292
pa:10047,-0.050059446,-0.250992314,0.246027417,0.109502835,0.272251102,0.199504576,0.132260437,-0.332548963,0.350675503,-0.019382699,-0.063228628,0.285221889,-0.54278137,0.159593843,0.267386189,-0.140344605
pa:10048,-0.051678566,-0.258331196,0.25918733,0.156566486,0.245358393,0.196085578,0.013551708,-0.34406776,0.324331586,-0.018715087,-0.087449004,0.288427527,-0.552687832,0.16149399,0.270546982,-0.143414777
pa:10049,-0.04841596,-0.239368989,0.207522213,0.132172775,0.236112429,0.180195288,0.015089687,-0.329865675,0.340682477,0.052539097,-0.072498757,0.270412302,-0.617266387,0.15140991,0.253641785,-0.130706116
pa:10050,-0.050484545,-0.242530095,0.247183389,0.125748445,0.256776909,0.18564351,0.084056495,-0.347221754,0.370746554,-0.019720272,0.00332188,0.286286999,-0.544389231,0.160176301,0.268372542,-0.140850095
pa:10051,-0.050006745,-0.251001714,0.24663949,0.136842995,0.263964982,0.189438457,0.087340562,-0.343726792,0.367445122,-0.019402172,0.003460611,0.283948268,-0.540322941,0.158843336,0.266117933,-0.139891753
pa:10052,-0.050089567,-0.234989183,0.18836164,0.109543329,0.269316195,0.188623222,0.076233968,-0.439409595,0.310734446,-0.019305644,0.003198108,0.28474885,-0.541751198,0.159320441,0.266906572,-0.140184544
pa:10053,-0.050328206,-0.249436482,0.23405781,0.137447993,0.301270481,0.18045604,0.090244261,-0.331892722,0.356335463,-0.019276131,-0.057897324,0.284415166,-0.541923422,0.159099264,0.266598616,-0.135238314
pa:10054,-0.049412989,-0.24322039,0.233427752,0.121578966,0.299836656,0.188654011,0.200862741,-0.419878937,0.245986004,-0.017883168,-0.002669859,0.276041682,-0.529265853,0.154574196,0.258931547,-0.137475772
pa:10055,-0.030406839,-0.241142521,0.228265792,0.148170978,0.358299099,0.164449513,0.174660258,-0.33215959,0.248828865,-0.017738912,-0.010260585,0.275626209,-0.531251726,0.25440223,0.259632686,-0.133955703
pa:10056,-0.054818406,-0.171884177,0.081084211,-0.013495986,0.199069217,0.177145151,0.086006591,-0.476110668,0.286187395,-0.019415392,-0.003835291,0.30577915,-0.587273255,0.171251927,0.286857598,-0.152664209
pa:10057,-0.049151956,-0.249328664,0.227346984,0.07918454,0.262491598,0.177536223,0.140474174,-0.395004936,0.337204213,-0.019221879,-0.061430702,0.277583838,-0.545245605,0.155264649,0.26015945,-0.131507097
pa:10058,-0.050723936,-0.275789625,0.244927002,0.154129003,0.324151343,0.259350823,0.067336525,-0.339238876,0.253429528,-0.018363538,-0.099552207,0.245635674,-0.543254472,0.158615828,0.265713759,-0.141310083
pa:10059,-0.045328256,-0.207516628,0.209384511,0.102292437,0.381644547,0.160570275,0.185930538,-0.390956565,0.228014967,-0.016408034,-0.002624959,0.253649813,-0.577316333,0.142032225,0.237902297,-0.1226949
pa:10060,-0.047072967,-0.242614784,0.201978576,0.089773463,0.289970279,0.136756994,0.101712002,-0.320945435,0.338060937,-0.017645147,-0.031272601,0.269735607,-0.58844622,0.15099696,0.252973075,-0.229204726
pa:10061,-0.049559007,-0.244275807,0.23846442,0.07734085,0.25243261,0.190287281,0.102302564,-0.388205389,0.357422045,-0.019718254,0.005239643,0.283855451,-0.538458095,0.158693167,0.265902243,-0.139141278
pa:10062,-0.035357105,-0.231762618,0.155508992,0.117483226,0.33554684,0.176683033,0.055911204,-0.345560757,0.343828799,-0.019004972,-0.080757447,0.290844793,-0.557157189,0.162846273,0.27279435,-0.140185746
pa:10063,-0.049631135,-0.244636574,0.213865102,0.195787927,0.309758994,0.183548222,0.070993002,-0.349253501,0.352527213,-0.018329243,-0.008564984,0.278566792,-0.533044515,0.15595543,0.26128961,-0.133958499
pa:10064,-0.049068333,-0.245766627,0.235870067,0.110845843,0.253023123,0.182150359,0.090232089,-0.417513066,0.33366822,-0.019504064,0.006415989,0.281665506,-0.533923952,0.157465952,0.26382624,-0.138003698
pa:10065,-0.046660413,-0.228318534,0.224422111,0.144650081,0.252248164,0.173782494,0.097346877,-0.374189772,0.310373687,0.082506164,-0.011199331,0.261833912,-0.601297726,0.146581382,0.245554409,-0.12616296
pa:10066,-0.045803878,-0.224245912,0.22209572,0.206222031,0.325900178,0.173702552,0.024483907,-0.345946747,0.312489703,0.07184829,-0.002698405,0.25524149,-0.58143189,0.142977302,0.239470246,-0.123614657
pa:10067,-0.050288199,-0.2536602,0.242212761,0.103381497,0.263872686,0.201239331,0.090389361,-0.332776551,0.371612351,-0.019640648,0.002499881,0.286431443,-0.544621718,0.160167305,0.268404021,-0.141062033
pa:10068,-0.050356195,-0.24654233,0.227172612,0.068082962,0.269740208,0.190501827,0.13476092,-0.44852911,0.248369576,-0.018662809,-0.000589521,0.283469427,-0.542200034,0.158702312,0.265843907,-0.140774856
pa:10069,-0.047590531,-0.238902565,0.163659431,0.06661009,0.276132747,0.158656171,0.073839651,-0.358625527,0.330130327,-0.017498032,-0.001252067,0.266968416,-0.596405832,0.149424075,0.250378772,-0.229501281
pa:10070,-0.049141725,-0.254267655,0.241832803,0.122081612,0.278233172,0.194102797,0.128243001,-0.438044073,0.2673405,-0.018421695,0.001198393,0.276359289,-0.527433654,0.154616488,0.259077966,-0.136848274
pa:10071,-0.050889672,-0.250119933,0.199391275,0.129566308,0.272646211,0.19141714,0.065119682,-0.342230645,0.373970503,-0.019530236,0.002811758,0.288938987,-0.550003309,0.161675033,0.270853143,-0.142246946
pa:10072,-0.150228192,-0.18556609,0.313829333,0.096906278,0.354130309,0.195940873,0.078591946,-0.336739596,0.252266682,-0.018089872,-0.037963672,0.280300419,-0.543692767,0.156925755,0.262893987,-0.135755789
pa:10073,-0.054193442,-0.264557404,0.23557446,0.038768769,0.245402088,0.125250058,0.169734914,-0.361778808,0.26945324,-0.019473902,-0.002190214,0.302924918,-0.580903532,0.169603307,0.284118632,-0.150931511
pa:10074,-0.053062584,-0.215301887,0.114876504,0.060529524,0.338342964,0.202421963,0.082975492,-0.355179199,0.301708394,-0.019010377,-0.125423342,0.296117241,-0.570434457,0.165871302,0.277824174,-0.143458716
pa:10075,0.005290655,-0.073688443,0.061208215,0.252347643,0.347975425,0.128078007,0.252539041,-0.372650489,0.23808728,-0.017045289,-0.003238267,0.264149964,-0.600513559,0.147920142,0.247771158,-0.127795867
pa:10076,-0.048043146,-0.232190319,0.23682502,0.11596417,0.244172836,0.184603565,0.06076103,-0.321600269,0.332270862,0.074116907,-0.075717976,0.268547619,-0.613822213,0.150324613,0.251872906,-0.129864588
pa:10077,-0.051034336,-0.252053964,0.178459797,0.069437172,0.264587663,0.193097808,0.078124413,-0.453937992,0.275647659,-0.019093286,0.000442709,0.287026005,-0.548230971,0.160651857,0.269121065,-0.142181861
pa:10078,-0.12887613,-0.179285062,0.144083296,0.006743206,0.329059866,0.127025638,0.174306198,-0.336992084,0.252393924,-0.018098731,-0.003480403,0.280468936,-0.637952055,0.157045815,0.263097875,-0.136044922
pa:10079,-0.136211491,-0.180113027,0.282831266,0.061080282,0.350151258,0.176820879,0.143580559,-0.306596875,0.317561427,-0.016358766,-0.026216082,0.255049615,-0.580553847,0.142813881,0.239250813,-0.123542986
pa:10080,-0.047196388,-0.225175101,0.154004901,0.126081427,0.283103196,0.184643686,0.069026136,-0.413222468,0.260700344,0.00583224,-0.098445513,0.265400296,-0.607524433,0.148641356,0.24893807,-0.128135243
pa:10081,-0.051578861,-0.233150944,0.163160277,0.14995445,0.275121812,0.176052608,0.001786778,-0.391516181,0.354180606,-0.018716553,-0.001949843,0.288311142,-0.552467603,0.161454567,0.270434685,-0.143365702
pa:10082,-0.053575368,-0.292839539,0.222763151,0.062723315,0.263805816,0.152609297,0.121248671,-0.356047363,0.260973523,-0.020135777,0.000611803,0.302048803,-0.576694999,0.169039283,0.283227217,-0.149490593
pa:10083,-0.051910744,-0.217402798,0.147261159,0.130770854,0.285773078,0.196744828,-0.038122709,-0.386424014,0.356157519,-0.018491807,-0.003177305,0.28927264,-0.55542412,0.161998468,0.271357721,-0.144393363
pa:10084,-0.049666766,-0.213319502,0.12507691,0.205033981,0.30380312,0.174355664,0.134672524,-0.331646141,0.248476232,-0.017791337,-0.003340943,0.276394537,-0.629254533,0.154773521,0.259250889,-0.133916189
pa:10085,-0.051193293,-0.256385863,0.235111212,0.19992873,0.359080486,0.207465326,0.053148595,-0.341750896,0.255433838,-0.018317676,-0.09990756,0.235260389,-0.546132766,0.15930743,0.26689357,-0.137893673
pa:10086,-0.050400554,-0.256971093,0.251972794,0.125896408,0.261474018,0.194300396,0.073202938,-0.333616986,0.367974559,-0.019290406,-0.020286777,0.285577709,-0.54399637,0.159742836,0.267646108,-0.135931369
pa:10087,-0.048192999,-0.242821068,0.213499308,0.100314054,0.281339226,0.160173511,0.125207161,-0.323780102,0.268073208,-0.017542098,-0.09886444,0.27067652,-0.602131658,0.151565136,0.253926633,-0.229191217
pa:10088,-0.049474067,-0.24696765,0.234506189,0.117646379,0.254382885,0.177931078,0.074944835,-0.422018229,0.328759048,-0.01951499,0.005364503,0.281890758,-0.534778629,0.15765153,0.264131335,-0.138120116
pa:10089,-0.050289307,-0.250649953,0.231039933,0.13736386,0.260629117,0.191856809,0.072326837,-0.346445985,0.369530691,-0.019351344,0.002798472,0.285938698,-0.5444204,0.159954798,0.267983645,-0.141117762
pa:10090,-0.042958083,-0.139922876,0.220236296,0.190125994,0.38077627,0.166508434,0.155838847,-0.362174595,0.304589319,-0.016098977,-0.002665945,0.249349266,-0.567262496,0.139610352,0.233877339,-0.120665115
pa:10091,-0.049447047,-0.25108067,0.238262073,0.109069086,0.255278782,0.196877122,0.087349634,-0.367753919,0.36536155,-0.019804304,0.005554748,0.283741484,-0.538034952,0.158661542,0.265833893,-0.138937877
pa:10092,-0.048392547,-0.264872826,0.234257412,0.183707381,0.303520845,0.24361031,0.124264987,-0.323640397,0.34179311,-0.017753242,-0.021071606,0.271348769,-0.519557812,0.151895434,0.254457789,-0.135080147
pa:10093,-0.049770085,-0.271398247,0.158540311,0.133231617,0.288830387,0.250076578,0.090097884,-0.437711866,0.247029399,-0.018240321,-0.009013512,0.278788826,-0.534129037,0.156074236,0.261479886,-0.134626261
pa:10094,-0.050225999,-0.221274229,0.192403822,0.130414998,0.26493598,0.191802878,0.031323868,-0.428716097,0.324008234,-0.019035403,-0.022719542,0.285638602,-0.547191483,0.159849544,0.267801983,-0.136352847
pa:10095,-0.049413852,-0.244020058,0.251719347,0.118422836,0.27046727,0.191929242,0.090236788,-0.374031752,0.356771401,-0.019221968,-0.004641749,0.280671453,-0.533608322,0.156962507,0.262997559,-0.13265732
pa:10096,-0.04800813,-0.240930607,0.237031683,0.135854139,0.311246396,0.194101931,0.161703548,-0.410387693,0.299085895,-0.018006081,-0.021411397,0.270426605,-0.518295534,0.151307921,0.253514801,-0.129350808
pa:10097,-0.050439021,-0.227848935,0.148161766,0.156872679,0.322364747,0.189609603,-0.003012371,-0.409102758,0.326015867,-0.018193638,-0.002927821,0.281550116,-0.539977018,0.157624543,0.26407987,-0.140283998
pa:10098,-0.049597871,-0.252342898,0.249647086,0.138372132,0.266638875,0.207681533,0.080241943,-0.354201895,0.359599473,-0.018968723,0.002745401,0.280434534,-0.534030923,0.156833086,0.262780241,-0.138221493
pa:10099,-0.04995057,-0.250971231,0.242554444,0.156065065,0.280723122,0.190212944,0.09124821,-0.331774415,0.357180067,-0.018989723,-0.061329491,0.282734547,-0.541182359,0.158137311,0.264964542,-0.134952518
pa:10100,-0.049687423,-0.253940191,0.23797189,0.100916074,0.278326267,0.196897253,0.142727965,-0.331361644,0.364066398,-0.01941432,-0.02865456,0.283660318,-0.539964033,0.158667356,0.265865705,-0.134901582
pa:10101,-0.047889649,-0.232088147,0.229478324,0.101382682,0.249711903,0.177108593,0.11124463,-0.320026378,0.338785999,0.075487065,-0.040665071,0.267773242,-0.613451377,0.149914307,0.251117793,-0.129227477
pa:10102,-0.050365187,-0.254769533,0.255236788,0.164325417,0.261001015,0.195854588,0.039906583,-0.337476974,0.346882211,-0.01896913,-0.059061408,0.284983273,-0.544273043,0.159476037,0.267193315,-0.141402083
pa:10103,-0.04720145,-0.257204625,0.223772276,0.136705302,0.331222147,0.224318457,0.168905577,-0.389099408,0.30523415,-0.017294111,-0.001474667,0.265204584,-0.50775399,0.148461063,0.248727975,-0.131825961
pa:10104,-0.046429726,-0.226852452,0.19893368,0.066405297,0.327321931,0.168923066,0.16722928,-0.328614726,0.326040778,-0.007457585,-0.097579931,0.259498132,-0.592839845,0.145311356,0.243428163,-0.125375366
pa:10105,-0.048460055,-0.242301823,0.150950789,0.031287892,0.245906833,0.163199983,0.075733654,-0.364066551,0.333830994,-0.017571689,-0.002273176,0.271055599,-0.60336416,0.15172922,0.254221902,-0.22992366
pa:10106,-0.048710126,-0.243268718,0.240498281,0.126549562,0.272910749,0.185037359,0.120356578,-0.399815861,0.337216135,-0.019013711,0.004398713,0.2781601,-0.528454266,0.155539847,0.260660375,-0.136626831
pa:10107,-0.050438721,-0.250017888,0.227003066,0.035231304,0.238720723,0.196578802,0.088324346,-0.436635812,0.309265539,-0.019220085,0.001382001,0.284584942,-0.542864352,0.159237532,0.266803223,-0.140872931
pa:10108,-0.05240042,-0.222973688,0.148101397,0.1294264,0.247081097,0.210097498,-0.054798683,-0.419221243,0.321301492,-0.018870128,-0.010616859,0.292003193,-0.560449224,0.163529911,0.273918804,-0.141655042
pa:10109,-0.051871584,-0.255171979,0.206743234,0.034343655,0.230045755,0.193782623,0.093174858,-0.456278525,0.256590676,-0.019059948,-0.001857496,0.290354341,-0.555887439,0.162532731,0.272282225,-0.144407249
pa:10110,-0.050291875,-0.246146979,0.236860164,0.102176738,0.266398151,0.189229256,0.109836556,-0.450000429,0.246183763,-0.018838005,8.85E-05,0.283255115,-0.540843092,0.158551247,0.265580501,-0.14007817
pa:10111,-0.04825232,-0.216919599,0.217253002,0.08789926,0.344731827,0.160095421,0.228423859,-0.406377218,0.242258467,-0.017272364,-0.068302468,0.269498366,-0.542125338,0.150918633,0.252800398,-0.130520197
pa:10112,-0.05163011,-0.245630734,0.213019275,0.160335795,0.268111473,0.190463105,0.020747054,-0.343552541,0.351951274,-0.019126398,-0.068471704,0.289685015,-0.554085529,0.162163999,0.271646677,-0.139122956
pa:10113,-0.051120126,-0.221668861,0.165534105,0.149804814,0.298167562,0.19055969,0.02785557,-0.449149182,0.264895037,-0.018580425,-0.009661892,0.28632511,-0.548764734,0.160322679,0.268580426,-0.138228944
pa:10114,-0.050216949,-0.241367159,0.240205836,0.166968416,0.291062785,0.178259604,0.117774854,-0.33242465,0.35793154,-0.019052254,-0.036405291,0.282249456,-0.538619629,0.157942783,0.26457895,-0.135072708
pa:10115,-0.050715746,-0.248046814,0.228136365,0.133394006,0.262609967,0.196913152,0.060274797,-0.336221234,0.371061419,-0.019526975,-0.016075604,0.288271629,-0.548697613,0.161250554,0.270196178,-0.141916713
pa:10116,-0.049589315,-0.253530609,0.241178197,0.1462257,0.28493452,0.200889291,0.101646078,-0.329965469,0.356722059,-0.019062182,-0.041321764,0.2824252,-0.537942376,0.158046871,0.264740662,-0.139380846
pa:10117,-0.050920766,-0.240510311,0.233035625,0.059206605,0.269043583,0.136516029,0.100603685,-0.449202153,0.28163269,-0.018814508,-0.022941771,0.285720272,-0.548429438,0.15997253,0.26801465,-0.137094209
pa:10118,-0.049999885,-0.231454883,0.174220933,0.108388096,0.280007518,0.197321061,0.075008257,-0.405105988,0.348900198,-0.019555241,0.004305533,0.285520549,-0.542487761,0.159676427,0.267530659,-0.140479046
pa:10119,-0.050211622,-0.2442801,0.159159596,0.141260675,0.30462982,0.20165044,0.077603645,-0.443924787,0.26442429,-0.018384823,-0.001495009,0.282075316,-0.539948381,0.157969413,0.264594653,-0.140107301
pa:10120,-0.049327086,-0.248928662,0.252871764,0.141300877,0.25464515,0.190930127,0.054597324,-0.392121044,0.342972562,-0.018705171,0.002178369,0.279879749,-0.533706565,0.156610058,0.26238363,-0.13827866
pa:10121,-0.050894214,-0.249681928,0.233682096,0.136468442,0.328251048,0.187081041,0.116519091,-0.338392014,0.290508775,-0.018710592,-0.112509404,0.284704485,-0.545032243,0.159412511,0.267034922,-0.136979005
pa:10122,-0.042189138,-0.261864584,0.241890991,0.112319199,0.233157982,0.149890191,0.069070005,-0.450774008,0.25146846,-0.018806927,-0.040039119,0.287046035,-0.5557476,0.160624413,0.269122065,-0.13802771
pa:10123,-0.049570571,-0.245624617,0.24757247,0.120383892,0.288406754,0.18539945,0.182338909,-0.420200178,0.245908429,-0.018164862,-0.022244107,0.278016932,-0.534145216,0.155631381,0.260742263,-0.133984773
pa:10124,-0.050337926,-0.251898469,0.214520539,0.129963102,0.269988963,0.193402804,0.050788324,-0.355830428,0.36912145,-0.019377002,-0.005722282,0.286193282,-0.544944268,0.16012573,0.268278857,-0.135892792
pa:10125,-0.050607919,-0.244418272,0.16987021,0.13565146,0.286766198,0.187634189,0.023584707,-0.429702596,0.311508891,-0.01868412,-0.000532253,0.28359228,-0.542438089,0.158729348,0.265924877,-0.140845526
pa:10126,-0.050794245,-0.251808637,0.240002942,0.075597799,0.258245329,0.197468533,0.115313544,-0.335383099,0.367630073,-0.019670676,-0.032961247,0.288023367,-0.548326008,0.161127257,0.269941762,-0.14197795
pa:10127,-0.050409402,-0.247298599,0.230077691,0.054108395,0.242189018,0.193353275,0.076354754,-0.38468177,0.363423568,-0.01974132,-0.005228561,0.28742608,-0.546434663,0.16077026,0.26933661,-0.13601502
pa:10128,-0.052446982,-0.218217076,0.152596994,0.151942767,0.240423427,0.200959522,-0.051223374,-0.454919925,0.269653587,-0.018778484,-0.010605754,0.292178484,-0.561188948,0.163611121,0.274095587,-0.141836482
